refmet_name,formula
"Ingenol 3,20-dibenzoate",C34H36O7
Isocarbophos,C11H16NO4PS
Isofenphos,C15H24NO4PS
MHNCH,C17H30O5
Phenacetylcarnitine,C15H22NO4
Procaine,C13H20N2O2
Proparacaine,C16H26N2O3
"2,6-Dichlorobenzamide",C7H5Cl2NO
2-Acetoxy-4-pentadecyl-benzoic acid,C24H38O4
2-Chlorobenzoic acid,C7H5ClO2
2-Fluorobenzoic acid,C7H5FO2
"3,5-Dihydroxyanthranilic acid",C7H7NO4
"3-Bromo-5-chloro-2,6-dihydroxybenzoic acid",C7H4BrClO4
4-Ethylbenzoic acid,C9H10O2
6-Hydroxymellein,C10H10O4
Anhwiedelphinine,C35H44N2O10
Benzoyl phosphate,C7H7O5P
Benzyl Benzoate,C14H12O2
Bz-Arg-OEt,C15H22N4O3
Chloroprocaine,C13H19ClN2O2
Cisapride,C23H29ClFN3O4
Convoline,C16H21NO5
Convolvine,C16H21NO4
Eprosartan,C23H24N2O4S
Ginkgoic acid,C22H34O3
Halofenozide,C18H19ClN2O2
Iohexol,C19H26I3N3O9
Kansuinine B,C38H42O14
Metoclopramide,C14H22ClN3O2
Metrizoic acid,C12H11I3N2O4
MK826,C21H23N3O7S2
Myxochelin C,C27H29N3O9
N-Benzoyl-D-arginine,C13H18N4O3
N-Benzoyl-D-arginine-4-nitroanilide,C19H22N6O4
p-Chloromercuribenzoic acid,C7H5ClHgO2
Phenolphthalin,C20H16O4
Procainamide,C13H21N3O
Pyrithiobac,C13H11ClN2O4S
Tebufenozide,C22H28N2O2
2-Hydroxybenzonitrile,C7H5NO
Rilpivirine,C22H18N6
"2,2',4,4'-Tetrahydroxybenzophenone",C13H10O5
"2,4,6-Trihydroxybenzophenone",C13H10O4
"2,4-Dihydroxybenzophenone",C13H10O3
3-Desmethyl-5-deshydroxyscleroin,C14H12O4
4-Hydroxybenzophenone,C13H10O2
Benzophenone,C13H10O
Fenofibrate,C20H21ClO4
Ketoprofen,C16H14O3
Ketoprofen glucuronide,C22H22O9
Maclurin,C13H10O6
Oxybenzone,C14H12O3
Sarothralin,C31H34O8
Sulisobenzone,C14H12O6S
Sulochrin,C17H16O7
Tolcapone,C14H11NO5
2-Benzoyl-5-methoxybenzoquinone,C14H10O4
4-Chlorobenzaldehyde,C7H5ClO
4-Methylbenzaldehyde,C8H8O
Methoxyfenozide,C22H28N2O3
Pyrazolate,C19H16Cl2N2O4S
2-Hydroxyfelbamate,C11H14N2O5
3-Methoxybenzyl alcohol,C8H10O2
Eutypinol,C12H12O2
Thiamphenicol,C12H15Cl2NO5S
Tramadol,C16H25NO2
4-chlorophenylacetonitrile,C8H6ClN
Anastrozole,C17H19N5
Bisoprolol,C18H31NO4
Croconazole,C18H15ClN2O
Doxylamine,C17H22N2O
Econazole,C18H15Cl3N2O
Econazole nitrate,C18H16Cl3N3O4
Enilconazole,C14H14Cl2N2O
Imazalil nitrate,C14H15Cl2N3O4
Mandipropamid,C23H22ClNO4
Miconazole nitrate,C18H15Cl4N3O4
Tioconazole,C16H13Cl3N2OS
Benzoximate,C18H18ClNO5
Benzyl 2-methyl-3-oxobutanoate,C12H14O3
"Benzyl (2S,3S)-2-methyl-3-hydroxybutanoate",C12H16O3
Dibenzyl succinate,C18H18O4
"2,2',5,5'-Tetrachlorobiphenyl",C12H6Cl4
"2,6-Dichlorobiphenyl",C12H8Cl2
Bitertanol,C20H23N3O2
3-Monobromobisphenol A,C15H15BrO2
Bisphenol A,C15H16O2
Bisphenol AF,C15H10F6O2
Bisphenol B,C16H18O2
Bisphenol F,C13H12O2
"1,3-Diisopropylbenzene",C1H182
1-Isopropyl-2-methylbenzene,C10H14
3-Isopropylcatechol,C9H12O2
4-Hydroxypropofol,C12H18O2
Isopropylbenzene,C9H12
Propofol,C12H18O
"3,5-Dichloro-2,6-dihydroxybenzoic acid",C7H4Cl2O4
3-Iodothyronamine,C14H14INO2
4-Fluoro-3-phenoxybenzoic acid,C13H9FO3
Bifenox,C14H9Cl2NO5
Chlornitrofen,C12H6Cl3NO3
Chloroxuron,C15H15ClN2O2
Cyperine,C15H16O4
Difenoconazole,C19H17Cl2N3O3
Famoxadone,C22H18N2O4
Fluorodifen,C13H7F3N2O5
ITOPA,C20H16ClF3N2O2S
Nitrofen,C12H7Cl2NO3
Triclosan,C12H7Cl3O2
Triclosan sulfate,C12H7Cl3O5S
"1,1,1-Trichloro-2,2-bis(4-hydroxyphenyl)ethane",C14H11Cl3O2
"1-Chloro-2,2-bis(4-chlorophenyl)ethane",C14H11Cl3
"2,2-bis(4-Chlorophenyl)ethanol",C14H12Cl2O
"2,2'-Methylenebis(6-tert-butyl-p-cresol)",C23H32O2
"2,3-Dihydroxy-DDT",C14H9Cl5O2
"2,4'-Dichlorodiphenyldichloroethylene",C14H8Cl4
4-Cumylphenol,C15H16O
Acrovestone,C32H42O8
Adiphenine,C20H25NO2
Amphenone B,C16H18N2O
Auramine,C17H21N3
Aurin,C19H14O3
Bisphenol P,C24H26O2
Bisphenol Z,C18H20O2
Buclizine,C28H33ClN2
Cetirizine,C21H25ClN2O3
Chloropropylate,C17H16Cl2O3
Cinnarizine,C26H28N2
Clidinium,C22H26NO3
Clofenotane,C14H9Cl5
Cyclizine,C18H22N2
DDD,C14H10Cl4
Dicofol,C14H9Cl5O
Dihydroxymethoxychlor olefin,C14H10Cl2O2
Dimethomorph,C21H22ClNO4
Diphenhydramine,C17H21NO
Diphenidol,C21H27NO
Doxapram,C24H30N2O2
Fenarimol,C17H12Cl2N2O
Fexofenadine,C32H39NO4
Flunarizine,C26H26F2N2
Fluspirilene,C29H31F2N3O
Flutriafol,C16H13F2N3O
Hydroxyzine,C21H27ClN2O2
Levomethadyl Acetate,C23H31NO2
Loperamide,C29H33ClN2O2
Mallotophenone,C21H24O8
Meclizine,C25H27ClN2
Methoxychlor olefin,C16H14Cl2O2
Monohydroxymethoxychlor olefin,C15H12Cl2O2
Nuarimol,C17H12ClFN2O
Octocrylene,C24H27NO2
Orphenadrine,C18H23NO
Pimozide,C28H29F2N3O
Propiverine,C23H29NO3
Robustaol A,C25H30O9
Terfenadine,C32H41NO2
Tolterodine,C22H31NO
Trospium,C25H30NO3
Ethyl salicylate,C9H10O3
Heptyl 4-hydroxybenzoate,C14H20O3
1-O-Vanilloyl-glucose,C14H18O9
"2,4,6-Trihydroxybenzoic acid",C7H6O5
"2,4-Dichlorobenzoic acid",C7H4Cl2O2
"2,4-Dichlorophenoxyacetic acid",C8H6Cl2O3
"2,4-Dimethoxybenzoic acid",C9H10O4
2-Hydroxybenzyl alcohol,C7H8O2
2-Methoxy-4-pentadecyl-benzoic acid,C23H38O3
"3,4-Dihydroxy-5-methoxybenzoic acid",C8H8O5
"3,4-Dihydroxybenzeneacetic acid",C8H8O4
"3,4-Dihydroxybenzoic acid 4-glucuronide",C13H14O10
"3,4-Methylenedioxybenzoic acid",C8H6O4
3-Dehydroquinic acid,C7H10O6
3-Phosphoshikimic acid,C7H11O8P
4-Amino-4-deoxychorismic acid,C10H10NO5
4-Hydroxy-3-methoxybenzenemethanol,C8H10O3
4-Methylgallic acid 3-sulfate,C8H8O8S
Anisole,C7H8O
Benzaldehyde,C7H6O
"Benzoic acid 3,4-diglucuronide",C19H22O16
Benzoic acid 3-glucuronide,C13H14O9
Benzoic acid 3-glucuronide 4-sulfate,C13H14O13S
Benzyl butyl phthalate,C19H20O4
Bergenin,C14H16O9
Butylparaben,C11H14O3
Diethyl phthalate,C12H14O4
Diisobutyl phthalate,C16H22O4
Ellagic acid 4-acetyl-arabinoside,C21H16O13
Ellagic acid arabinoside,C19H14O12
Ellagic acid glucoside,C20H16O13
"Ethyl 3,4,5-trimethoxybenzoate",C12H16O5
Ethyl gallate,C9H10O5
Ethylparaben sulfate,C9H10O6S
Gallic acid 4-glucoside,C13H16O10
Gentisic acid 5-glucoside,C13H16O9
Gentisyl alcohol,C7H8O3
Guaifenesin,C10H14O4
Hexyl benzoate,C13H18O2
Homovanillic acid 4-glucuronide,C15H18O10
Homovanillic acid 4-sulfate,C9H10O7S
Homoveratric acid,C10H12O4
Isovanillic acid 3-sulfate,C8H8O7S
Isovanillic acid glucuronide,C14H16O10
Mebeverine,C25H35NO5
"Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate",C13H18O5
Monohexyl phthalate,C14H18O4
"N-(2,3-Dihydroxybenzoyl)-L-serine",C10H11NO6
Phenol,C6H6O
Phenylglucoside,C12H16O6
Phenyl glucuronide,C12H14O7
Propylparaben,C10H12O3
Propylparaben sulfate,C10H12O6S
Protocatechuic acid 3-sulfate,C7H6O7S
Quinic acid,C7H12O6
Shikimic acid,C7H10O5
Stipitatic acid,C8H6O5
Vanillic acid 4-glucuronide,C15H18O9
Vanilloylglycine,C10H11NO5
Vanillyl alcohol 4-sulfate,C8H10O6S
"2,4,6-Trinitrotoluene",C7H5N3O6
"2,4-Dinitrophenylhydrazine",C6H6N4O4
4-Nitrophenyl phosphate,C6H6NO6P
Aureothin,C22H23NO6
Chloramphenicol,C11H12Cl2N2O5
Chloramphenicol 3-acetate,C13H14Cl2N2O6
Chloramphenicol palmitate,C27H42Cl2N2O6
Dichloran,C6H4Cl2N2O2
Hydroxyflutamide,C11H11F3N2O4
N-Methyl-N-picrylnitramine,C7H5N5O8
Pendimethalin,C13H19N3O4
Tecnazene,C6HCl4NO2
"1,1-dimethyl-3-phenyl-urea",C9H12N2O
Chlorbromuron,C9H10BrClN2O2
Chlorfluazuron,C20H9Cl3F5N3O3
Chlorotoluron,C10H13ClN2O
Diflubenzuron,C14H9ClF2N2O2
Diuron,C9H10Cl2N2O
Flufenoxuron,C21H11ClF6N2O3
Fluometuron,C10H11F3N2O
Hexaflumuron,C16H8Cl2F6N2O3
Imidocarb,C19H20N6O
Lufenuron,C17H8Cl2F8N2O3
Metobromuron,C9H11BrN2O2
Monolinuron,C9H11ClN2O2
Monuron,C9H11ClN2O
Neburon,C12H16Cl2N2O
Novaluron,C17H9ClF8N2O4
Pencycuron,C19H21ClN2O
Siduron,C14H20N2O
Teflubenzuron,C14H6Cl2F4N2O2
Thidiazuron,C9H8N4OS
Triclocarban,C13H9Cl3N2O
1-Hydroxypyrene,C16H10O
1-Phenylethanol,C8H10O
"2,3,4,5-Tetrabromobenzoic acid",C7H2Br4O2
"3,5-Dibromo-4-hydroxybenzonitrile",C7H3Br2NO
"3,5-Dichlorosalicylicacid",C7H4Cl2O3
4-Bromophenylthiourea,C7H7BrN2S
4-Hydroxychlorothalonil,C8HCl3N2O
"4-(Hydroxylamino)-N,N-dimethylaniline",C8H12N2O
4-(Hydroxymethyl)phenylhydrazine,C7H10N2O
4-(N-Maleimido)benzyltrimethylammonium iodide,C14H17IN2O2
"5-Phenyl-1,3-pentadiyne",C11H8
5-Phenylvaleric acid,C11H14O2
"9,10-Phenanthroquinone",C14H8O2
alpha-Cyclohexylmandelic acid,C14H18O3
alpha-Ionene,C13H18
Amisulpride,C17H27N3O4S
Amitraz,C19H23N3
Amprenavir,C25H35N3O6S
Barban,C11H9Cl2NO2
Benzamidine,C7H8N2
Benzene,C6H6
Benzenediazonium,C6H5N2
Benzonitrile,C7H5N
Benzyl chloride,C7H7Cl
Benzyl isothiocyanate,C8H7NS
Benzyl methyl sulfide,C8H10S
Benzyl sulfate,C7H8O4S
Bepridil,C24H34N2O
Bismuth Subsalicylate,C7H5BiO4
Bisphenol AP,C20H18O2
Bretylium,C11H17BrN
Bufexamac,C12H17NO3
CCCP,C9H5ClN4
Chloroneb,C8H8Cl2O2
Citrinin,C13H14O5
Coronene,C24H12
Darunavir,C27H37N3O7S
Dezocine,C16H23NO
Diethofencarb,C14H21NO4
Dihydrolevobunolol,C17H27NO3
Diphenoxylate,C30H32N2O2
EPN,C14H14NO4PS
Ethiofencarb,C11H15NO2S
Ethylbenzene,C8H10
Felbamate,C11H14N2O4
Fenamiphos,C13H22NO3PS
Haloxyfop methyl ester,C16H13ClF3NO4
Indoxacarb,C22H17ClF3N3O7
Iprobenfos,C13H21O3PS
Leptophos,C13H10BrCl2O2PS
Mepyramine,C17H23N3O
Metaflumizone,C24H16F6N4O2
Mibefradil,C29H38FN3O3
Moclobemide,C13H17ClN2O2
Nadolol,C17H27NO4
Neostigmine bromide,C12H19BrN2O2
"N,N-Diphenylguanidine",C13H13N3
NPPB,C16H16N2O4
Oxidized Renilla luciferin,C25H21N3O2
Oxymetazoline,C16H24N2O
Phenylbutazone,C19H20N2O2
Phenylhydrazine,C6H8N2
Phenylpropiolic acid,C9H6O2
Picoxystrobin,C18H16F3NO4
Pyrene,C16H10
Sertraline,C17H17Cl2N
Sotalol,C12H20N2O3S
Sulfinpyrazone,C23H20N2O3S
Tetrachlorvinphos,C10H9Cl4O4P
Tetralin,C10H12
Tetraphenylphosphonium,C24H20P
Triflumuron,C15H10ClF3N2O3
Tripelennamine,C16H21N3
Zonisamide,C8H8N2O3S
1-Hydroxybenz[a]anthracene,C18H12O
1-Phenanthrol,C14H10O
Batatasin I,C17H16O4
"Phenanthrene-3,4-diol",C14H10O2
Resistomycin,C22H16O6
"2,4,5-trichlorophenoxyacetic acid",C8H5Cl3O3
Dioxacarb,C11H13NO4
Neostigmine,C12H19N2O2
Profenofos,C11H15BrClO3PS
Rivastigmine,C14H22N2O2
Devapamil,C26H36N2O3
Emopamil,C23H30N2
Escitalopram,C20H21FN2O
Gallopamil,C28H40N2O5
Ibutilide,C20H36N2O3S
N-Desmethylcitalopram,C19H19FN2O
Verapamil,C27H38N2O4
Formetanate,C11H15N3O2
Mexacarbate,C12H18N2O2
"2,4-Ditert-butylphenol",C14H22O
"2,6-Di-tert-butyl-1,4-benzenediol",C14H22O2
"2,6-Di-tert-butyl-4-methylphenol",C15H24O
2-Phenylbutyric acid,C10H12O2
3-Phenylpropyl isothiocyanate,C10H11NS
3-tert-Butyl-5-methylcatechol,C11H16O2
4-Propylphenol,C9H12O
4-tert-Butylphenol,C10H14O
Cyproconazole,C15H18ClN3O
Erythrohydrobupropion,C13H21ClNO
Etoxazole,C21H23F2NO2
Fenpropimorph,C20H33NO
Phenylacetone,C9H10O
Propargite,C19H26O4S
Pyridaben,C19H25ClN2OS
Rhododendrin,C16H24O7
Voriconazole,C16H14F3N5O
Xylometazoline,C16H24N2
"3,5-Dichloro-4-hydroxyphenylpyruvate",C9H6Cl2O4
3-Dimethylallyl-4-hydroxyphenylpyruvate,C14H16O4
Butyl cyclohexyl phthalate,C18H24O4
Butyl decyl phthalate,C22H34O4
Di(2-propylheptyl) phthalate,C28H46O4
Diallyl phthalate,C14H14O4
Dibutoxyethyl phthalate,C20H30O6
Dicyclohexyl phthalate,C20H26O4
Dihexyl phthalate,C20H30O4
Diisononyl hexahydrophthalate,C26H48O4
Diisononyl phthalate,C26H42O4
Diisotridecyl phthalate,C34H58O4
Diisoundecyl phthalate,C30H50O4
Dipentyl phthalate,C18H26O4
Diphenyl phthalate,C20H14O4
Mono-2-(carboxymethyl) hexyl phthalate,C16H20O6
Mono-(2-ethyl-5-hydroxyhexyl) phthalate,C16H22O5
Mono (2-ethyl-5-oxohexyl) phthalate,C16H20O5
Mono-2-heptyl phthalate,C15H20O4
Mono(3-carboxypropyl)phthalate,C12H12O6
Mono-(3-carboxypropyl) phthalate,C12H11O6
Mono-(6-carboxy-2-methylheptyl) phthalate,C17H22O6
Mono-(7-carboxy-2-methyloctyl) phthalate,C18H24O6
Monobenzyl phthalate,C15H12O4
Monoisononyl phthalate,C17H24O4
Monoisopropyl phthalate,C11H12O4
Monooxoisononyl phthalate,C17H22O5
Monopentyl phthalate,C13H16O4
"3,4-Dihydroxyphthalic acid",C8H6O6
1-(4-(chloromethyl)phenyl)sulfonyl-4-methylbenzene,C14H13ClO2S
"2,4,6-Triaminotoluene",C7H11N3
"2,4-Dinitrotoluene",C7H6N2O4
Ferimzone,C15H18N4
Iprovalicarb,C18H28N2O3
Mirasan,C13H21ClN2
N-Tosyl-L-phenylalanyl chloromethyl ketone,C17H18ClNO3S
Spiromesifen,C23H30O4
Toluene,C7H8
Azidopine,C27H26F3N5O5
Bicalutamide,C18H14F4N2O4S
Fluazinam,C13H4Cl2F6N4O4
Flunixin,C14H11F3N2O2
Flutamide,C11H11F3N2O3
Fluvoxamine,C15H21F3N2O2
Fluvoxamino acid,C14H17F3N2O3
Hydramethylnon,C25H24F6N4
Para-Trifluoromethylphenol,C7H5F3O
Seproxetine,C16H16F3NO
Xylazine,C12H16N2S
" 1-(3-Methoxy-4-hydroxy)-phenyl-6,7-dihydroxy-isochroman",C16H16O5
Magnolol,C18H18O2
"2,3,4,5,6-Pentachlorobiphenyl",C12H5Cl5
"2,3,4-Trichlorobiphenyl",C12H7Cl3
4-Chlorobiphenyl,C12H9Cl
Benzidine,C12H12N2
Bifenazate,C17H20N2O3
Biphenyl,C12H10
Candesartan,C24H20N6O3
Candesartan cilexetil,C33H34N6O6
Diflunisal,C13H8F2O3
Irbesartan,C25H28N6O
Losartan,C22H23ClN6O
N-Hydroxy-4-aminobiphenyl,C12H11NO
Olmesartan,C24H26N6O3
Randainol,C18H18O3
"2,2',4,4',5,5'-Hexabromobiphenyl",C12H4Br6
"2,2',4,4',5,5'-Hexachlorobiphenyl",C12H4Cl6
PCB180,C12H3Cl7
"3,5-Diiodothyronine",C15H13I2NO4
Azoxystrobin,C22H17N3O5
Bispyribac,C19H18N4O8
Fenoprofen,C15H14O3
Fluoxastrobin,C21H16ClFN4O5
Liothyronine,C15H12I3NO4
Nimesulide,C13H12N2O5S
Amitriptyline,C20H23N
Cyclobenzaprine,C20H21N
Nortriptyline,C19H21N
"1,1'-Oxybis[2,4-dibromobenzene]",C12H6Br4O
"1,3,5-Tribromo-2-(2,4-dibromophenoxy)benzene",C12H5Br5O
"2,2',3,3',4,4',5,5',6,6'-Decabromodiphenyl ether",C12Br10O
"2,2',3,4,4',5',6-Heptabromodiphenyl ether",C12H3Br7O
"2,2',4,4',5,5'-Hexabromodiphenyl ether",C12H4Br6O
"2,2',4-Tribromodiphenyl ether",C12H7Br3O
2-Acetamidofluorene,C15H13NO
4-Hydroxy-9-fluorenone,C13H8O2
Allogibberic acid,C18H20O3
Stealthin C,C18H13NO4
Veratramine,C27H39NO2
Bromobenzene,C6H5Br
Thiadiazolidinethione,C12H12BrN3S2
Thiadiazolidinone,C12H12BrN3OS
"1,2,3-Trichlorobenzene",C6H3Cl3
"2,4-Dichlorophenol",C6H4Cl2O
"2,6-Dichlorobenzonitrile",C7H3Cl2N
(2-Chlorophenyl)diphenylmethane,C14H17ClO2
"4-(2,4-dichlorophenoxy)butanoic acid",C10H10Cl2O3
Chlorobenzene,C6H5Cl
Chlorthiamid,C7H5Cl2NS
Clofentezine,C14H8Cl2N4
Clorgyline,C13H15Cl2NO
Dichlozolinate,C13H11Cl2NO5
Dimefuron,C15H19ClN4O3
Fenbuconazole,C19H17ClN4
Guanabenz,C8H8Cl2N4
Guanfacine,C9H9Cl2N3O
Hexachlorobenzene,C6Cl6
Hexythiazox,C17H21ClN2O2S
Ipconazole,C18H24ClN3O
Ketamine,C13H16ClNO
Linuron,C9H10Cl2N2O2
Luliconazole,C14H9Cl2N3S2
Myclobutanil,C15H17ClN4
Norketamine,C12H14ClNO
Noviflumuron,C17H7Cl2F9N2O3
Oxiconazole,C18H13Cl4N3O
Oxiconazole nitrate,C18H14Cl4N4O4
Pentachlorobenzene,C6HCl5
Prothiofos,C11H15Cl2O2PS2
Sibutramine,C17H26ClN
Spirodiclofen,C21H24Cl2O4
Sulconazole,C18H15Cl3N2S
Tebuconazole,C16H22ClN3O
Tetraconazole,C13H11Cl2F4N3O
Thiobencarb,C12H16ClNOS
Vinclozolin,C12H9Cl2NO3
Win 56291,C16H16Cl2N2O3
"2,4-Dichlorophenol sulfate",C6H4Cl2O4S
Bromuconazole,C13H12BrCl2N3O
Diniconazole,C15H17Cl2N3O
Etaconazole,C14H15Cl2N3O2
Hexaconazole,C14H17Cl2N3O
Lamotrigine,C9H7Cl2N5
p-Dichlorobenzene,C6H4Cl2
Penconazole,C13H15Cl2N3
Propiconazole,C15H17Cl2N3O2
Zoxamide,C14H16Cl3NO2
Fluconazole,C13H12F2N6O
Flusilazole,C16H15F2N3Si
Indane,C9H10
Phenindione,C15H10O2
Rasagiline,C12H13N
Sulindac,C20H17FO3S
Sulindac sulfide,C20H17FO2S
Sulindac sulfone,C20H17FO4S
Pteroside B,C20H28O7
Pterosin A,C15H20O3
Pterosin B,C14H18O2
Decarboxytetracenomycin F1,C19H14O5
Tetracenomycin F1 methyl ester,C21H16O7
11-O-Demethylpradinone II,C24H16O11
Adriamycinone,C21H18O9
Auramycinone,C21H18O8
Dexylosylpradimicin C,C34H34N2O14
Elloramycin A,C32H36O15
Epsilon-rhodomycinone,C22H20O9
Pradimicinone II,C28H23NO12
Tetracenomycin X,C24H22O11
"1,2-Dihydro-1,1,6-trimethylnaphthalene",C13H16
"1,4-Dihydroxy-2-naphthoic acid",C11H8O4
1-Hydroxy-2-naphthoic acid,C11H8O3
1-Naphthaldehyde,C11H8O
1-Naphthoic acid,C11H8O2
1-Naphthylacetylspermine,C22H34N4O
"(1R,2S)-1,2-Dihydronaphthalene-1,2-diol",C10H10O2
"2,6-Dimethylnaphthalene",C12H12
(2-Naphthyl)methanol,C11H10O
2-Naphthyl sulfate,C10H8O4S
4-Hydroxy-duloxetine glucuronide,C24H27NO8S
5-Hydroxy-6-methoxyduloxetine sulfate,C19H21NO7S
6-Methoxy-2-naphthylaceticacid,C13H12O3
"6-nitro-2,3-dioxo-1,4-dihydrobenzo[f]quinoxaline-7-sulfonamide",C12H8N4O6S
Acenaphthenequinone,C12H6O2
Belladonnine,C34H42N2O4
Butenafine,C23H27N
Carbaryl,C12H11NO2
Chromotropic acid,C10H8O8S2
Desmethylnaproxen sulfate,C13H12O6S
Dithianon,C14H4N2O2S2
Duloxetine,C18H19NOS
Griseorhodin A,C25H16O12
Nafoxidine,C29H31NO2
Naphazoline,C14H14N2
Naphthalene,C10H8
"Naphthalene-1,6-disulfonic acid",C10H8O6S2
Naphthalene-1-sulfonic acid,C10H8O3S
Naproxen,C14H14O3
Pronethalol,C15H19NO
Terbinafine,C21H25N
Tolnaftate,C19H17NOS
Tolrestat,C16H14F3NO3S
1-Naphthol,C10H8O
4-Demethylpremithramycinone,C20H16O9
Kinamycin D,C22H18N2O9
Kinobscurinone,C18H10O5
Menadiol,C11H10O2
"Naphthalene-1,2-diol",C10H8O2
"Naphthalene-1,3,8-triol",C10H8O3
Premithramycin A1,C27H28O12
Premithramycin A2',C33H38O15
Premithramycin A3,C41H52O18
Premithramycin A3',C40H50O18
Premithramycin B,C53H72O24
"1,10-Phenanthroline",C12H8N2
beta-Obscurine,C17H24N2O
Lycodine,C16H22N2
Aspidinol,C12H16O4
Multifidol,C11H14O4
2-Hydroxyacetaminophen sulfate,C8H9NO6S
2-Methoxyacetaminophen glucuronide,C15H19NO9
2-Methoxyacetaminophen sulfate,C9H11NO6S
3-(Cystein-S-yl)acetaminophen,C11H14N2O4S
3-(N-Acetyl-L-cystein-S-yl) acetaminophen,C13H16N2O5S
"1,3,5-Trichloro-2-methoxybenzene",C7H5Cl3O
"1,3,5-Trimethoxybenzene",C9H12O3
1-(4-Methoxyphenyl)-1-penten-3-one,C12H14O2
Annuloline,C20H19NO4
Lythramine,C29H37NO5
Methocarbamol,C11H15NO5
Trimethoprim,C14H18N4O3
Troxipide,C15H22N2O4
"1,2,3-Trihydroxybenzene",C6H6O3
1-Methylpyrogallol 2-sulfate,C7H8O6S
6-Chlorohydroxyquinol,C6H5ClO3
Pyrogallol 1-sulfate,C6H6O6S
Pyrogallol 2-glucuronide,C12H14O9
"3,4,6-Trichlorocatechol",C6H3Cl3O2
"3,5-Dichlorocatechol",C6H4Cl2O2
3-Ethylcatechol sulfate,C8H10O5S
3-Methylcatechol sulfate,C7H8O5S
4-Acetylcatechol sulfate ,C8H8O6S
4-Allylcatechol sulfate,C9H10O5S
4-Chlorocatechol,C6H5ClO2
4-Ethyl-2-methoxyphenol sulfate,C9H12O5S
4-Vinylcatechol sulfate,C8H8O5S
Catechol glucuronide,C12H14O8
Pyrocatechol,C6H6O2
"2,3,4,5-Tetrachlorophenol",C6H2Cl4O
"2,4,5-Trichlorophenol",C6H3Cl3O
3-Chlorophenol,C6H5ClO
Pentachlorophenol,C6HCl5O
"2,6-Dimethylphenol sulfate",C8H10O4S
"2,4,6-Tribromophenol",C6H3Br3O
"2,4-Dibromophenol",C6H4Br2O
2-Bromophenol,C6H5BrO
2-Iodophenol,C6H5IO
2-Iodo-6-methoxyphenol,C7H7IO2
"4-Chloro-3,5-dimethoxybenzaldehyde",C9H9ClO3
Capsaicin,C18H27NO3
Dihydrocapsaicin,C18H29NO3
Dihydroconiferyl alcohol glucoside,C16H24O8
Homocapsaicin,C19H29NO3
Isoeugenol sulfate,C10H12O5S
Koaburaside,C14H20O9
Paeonolide,C20H28O12
Paeonoside,C15H20O8
Vanylglycol,C9H12O4
"4,6-Dinitro-o-cresol",C7H6N2O5
4-Nitrocatechol,C6H5NO4
1-(4-Hydroxy-3-methoxyphenyl)-3-decanone,C17H26O3
"2-(1-Methylpropyl)-4,6-dinitrophenol",C10H12N2O5
"2,4-Dinitrophenol",C6H4N2O5
"2,6-Dibromohydroquinone",C6H4Br2O2
4-Dodecylphenol,C18H30O
4-Ethylphenol glucuronide,C14H18O7
4-Heptyloxyphenol,C13H20O2
"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone 3'-O-sulfate",C11H12O7S
"5-(3',4'-Dihydroxyphenyl)-gamma-valerolactone-4'-glucuronide",C17H20O10
"5-(8,11-Pentadecadienyl)resorcinol",C21H32O2
5-(Heptadec-12Z-enyl)resorcinol,C23H38O2
5-(Pentadec-8Z-enyl)resorcinol,C21H34O2
5-Pentadecylresorcinol,C21H36O2
Aspulvinone E,C17H12O5
Aspulvinone H,C27H28O5
Gingerol,C17H26O4
Metoprolol,C15H25NO3
"N,O-Didesmethylvenlafaxine-glucuronide",C21H31NO8
N-(p-Hydroxyphenethyl)actinidine,C18H22NO
Tetrachlorohydroquinone,C6H2Cl4O2
Dipivefrin,C19H29NO5
Atenolol,C14H22N2O3
Chlorphenesin carbamate,C10H12ClNO4
Compound III(S),C22H30N2O3
Disoxaril,C20H26N2O3
Fenothiocarb,C13H19NO2S
Fenothiocarb sulfoxide,C13H19NO3S
Gallamine,C24H45N3O3
Ketopioglitazone,C19H18N2O4S
Mexiletine,C11H17NO
Penbutolol,C18H29NO2
Pentamidine,C19H24N4O2
Pioglitazone,C19H20N2O3S
Prochloraz,C15H16Cl3N3O2
Rosiglitazone,C18H19N3O3S
Triadimefon,C14H16ClN3O2
Triadimenol,C14H18ClN3O2
WIN I(S),C21H28N2O3
WIN VI,C18H22N2O3
Bezafibrate,C19H20ClNO4
Clofibrate,C12H15ClO3
Dichlorprop,C9H8Cl2O3
Ethacrynic acid,C13H12Cl2O4
Carbetapentane,C20H31NO3
Cyclandelate,C17H24O3
Diclofenac,C14H11Cl2NO2
Methylphenidate,C14H19NO2
Methylphenidate hydrochloride,C14H20ClNO2
Milnacipran,C15H22N2O
Oxybutynin,C22H31NO3
Phenylglyoxal,C8H6O2
Phenylglyoxylic acid,C8H6O3
Triprolidine,C19H22N2
Acetyl-N-formyl-5-methoxykynurenamine,C13H16N2O4
Dyclonine,C18H27NO2
Fluoxetine,C17H18F3NO
NYLIDRIN,C19H26ClNO2
Phenylethylmalonamide,C11H14N2O2
Ruscopine,C16H26N4O2
Taxine A,C35H47NO10
Venlafaxine,C17H27NO2
"Benzo(a)pyrene-7,8,9,10-tetrol",C20H12O4
